"pear_id","tree_id","ecotr_id","species","climate","week_5","week_6","week_7","week_8","week_9","week_10","week_11","week_12","week_13","week_14","week_15","week_16","week_17","week_18","week_19","week_20","week_21","week_22","week_23","week_24"
22,1,1,"Conference","Scenario 1",4.39133628723789,4.48338610991915,4.57543593260041,4.95737449332726,5.33931305405411,5.68592159650477,5.77390483348307,5.86188807046138,6.52797255735293,7.21531990157136,7.25110724078112,7.28689457999088,7.32268191920064,8.20992565183905,8.35074837805863,8.49157110427821,8.96997130880692,9.57697815936982,9.74096045355777,10.0572305562056
23,1,1,"Conference","Scenario 1",3.93375271177116,4.04185106552893,4.1499494192867,5.12772332657352,5.30304142994483,5.47835953331614,5.50140888294507,5.524458232574,5.84956120538355,6.35497863964973,6.81533887720412,7.6427971602145,7.8416739696228,8.04055077903109,8.21790157482939,8.39525237062769,8.55149102848137,8.62018909796538,9.31197393685759,9.31197393685759
24,1,1,"Conference","Scenario 1",3.60744058999344,4.3946776574324,4.73471745573056,5.06341501484769,5.39211257396483,5.72081013308197,5.88853408908722,5.89649263340628,5.90445117772533,6.13906835871829,6.37368553971126,6.83072314363282,7.01859981194704,7.70002977917462,8.14855872489236,8.59708767061011,8.66948870481938,8.74188973902865,8.81429077323792,8.88669180744719
25,2,1,"Doyenne","Scenario 1",3.54825268136904,3.56591133096713,3.58356998056521,3.60122863016329,3.61888727976138,4.55381729608025,4.67189194315592,4.78996659023159,4.90804123730725,4.94026668063579,5.39620292931624,5.74730004461835,6.09839715992045,6.15235219903474,6.20630723814903,7.01349447018681,7.31990346473757,7.62631245928834,7.9327214538391,8.12025652072146
26,2,1,"Doyenne","Scenario 1",3.19746302928624,3.79080292604201,4.24033523472863,4.25172040820679,4.26310558168495,4.61359575130053,4.96408592091611,5.23970399237469,5.51532206383326,5.58079679260767,6.37213111684029,6.48598231139581,6.59983350595133,6.71368470050684,6.88903118560662,7.16070268097542,7.45988218357059,7.84400505506727,8.0324535895038,8.19204044969599
27,2,1,"Doyenne","Scenario 1",3.08927756533742,3.69895623168744,3.80793078470666,3.88976604270781,4.38681001093041,4.883853979153,5.12616331117958,5.36847264320615,5.61078197523273,5.8530913072593,6.08232312077597,6.31155493429265,6.37837527717118,6.44519562004971,6.57100326658783,6.69681091312594,7.26793968646119,7.35014361403591,7.73948551044569,8.18985701911211
28,2,1,"Doyenne","Scenario 1",2.89143033872198,2.92781757246927,3.93910854113373,3.97312538336794,4.00714222560215,4.18713993054353,4.78645489245469,5.12040606714238,5.1474043210495,5.31111829602914,5.93771499836368,6.03507274376292,6.13243048916216,6.30215474608959,6.47187900301702,6.64160325994446,7.30324474756826,7.68845910481257,7.68932744919042,7.69019579356827
29,2,1,"Doyenne","Scenario 1",2.94500808643362,4.06869570773168,4.21276480297567,4.35683389821966,4.50090299346364,4.70033845615709,4.89977391885053,5.09920938154398,5.34203176382157,5.58485414609916,5.82767652837675,6.04222092101045,6.25676531364415,6.51880411241007,6.53134600044614,6.80580991951174,7.08027383857733,7.08393379564371,7.31457878686424,7.54522377808477
30,2,1,"Doyenne","Scenario 1",3.57979648787106,3.82580661121532,4.07181673455959,4.31782685790385,4.32246387548835,4.32710089307285,4.81712594914602,4.84000019112212,5.06695804535313,5.39054653664441,5.4251105066752,5.83988567335516,6.46465291803011,6.64728253970146,6.82991216137281,7.01254178304416,7.15399517533652,7.37080955730467,7.56917465188947,7.76753974647427
31,2,1,"Doyenne","Scenario 1",3.23864469571188,3.57712614214778,3.66249892331843,3.74787170448908,4.10427162098411,4.33068825586726,4.5571048907504,4.91642970477018,5.27575451878996,5.55153319181562,5.82731186484128,5.8283073039042,5.82930274296712,6.20316055424527,6.57701836552341,6.78525253625085,6.99348670697829,7.31888393386725,7.48852160657042,7.65815927927359
32,2,1,"Doyenne","Scenario 1",3.14286633618185,3.2731421829027,3.84771773420089,4.0601151563948,4.44343822034996,4.48011862221893,4.5167990240879,4.89960124768329,4.94931598923715,5.76109175805818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2,1,"Doyenne","Scenario 1",3.34213147459904,3.6867093843474,3.92042255402265,4.25674021390164,4.62492665399088,4.91717644973094,5.209426245471,5.27430668205051,5.33918711863002,5.69119852522329,6.04320993181656,6.12480682947855,6.20640372714053,6.28800062480251,7.01756520308645,7.26801040753652,7.51845561198659,7.75437919638514,7.99030278078368,7.99030278078368
34,2,1,"Doyenne","Scenario 1",3.18758069861635,3.24914771587228,3.31071473312822,3.92742172305379,4.06946075377784,4.0826846770689,4.66672242952615,5.07693683440042,5.4871512392747,5.51705869406792,5.54696614886115,5.57687360365437,5.91852649336966,6.45816112476341,6.6093997863483,6.76063844793319,7.01526894103199,7.30744209058663,7.59961524014127,7.95465820117754
35,2,1,"Doyenne","Scenario 1",2.79309729731766,3.55544063883618,3.65677360181345,3.75810656479072,3.90473502378312,4.11044468599629,4.8311503265483,4.95822249446407,5.04391768768139,5.46791848389282,5.5678375132267,5.66775654256059,5.88052142435807,6.04545996740903,6.24494764545004,6.77843326122595,6.98793458380345,7.19743590638096,7.51950990513478,7.51950990513478
36,2,1,"Doyenne","Scenario 1",3.65670860410106,4.26972809030612,4.37623983253352,4.48275157476091,4.58926331698831,4.72422023647399,4.85917715595967,4.99413407544535,5.12909099493103,5.59441222527233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2,1,"Doyenne","Scenario 1",3.39620541606996,3.42225900909216,3.44831260211435,3.47436619513655,4.44466482246249,4.50340704516929,4.56214926787609,4.62089149058289,4.6796337132897,4.86692602469252,5.05421833609534,5.64763013289283,5.67419571180963,5.70076129072643,6.2603933233518,6.4215301039924,7.01037585277314,7.15677710339033,7.30317835400753,7.44957960462472
38,2,1,"Doyenne","Scenario 1",2.89372160616034,3.81497560860601,3.91194077217501,4.008905935744,4.10587109931299,4.21053778689652,4.48034182933411,4.93436316709442,5.38838450485474,5.42644177733936,5.46449904982398,5.5025563223086,5.82993408137279,6.15731184043698,6.29902596020371,6.35075304034811,7.14534279207052,7.27146983262036,7.39759687317019,7.52372391372003
39,2,1,"Doyenne","Scenario 1",2.93266446255501,3.2028271082337,3.85821679396878,4.12176982221532,4.38532285046185,4.48752514275088,4.52782218625175,4.69692112151471,4.86602005677767,5.26657334086656,5.49369991648375,5.66876415558858,6.36165114325436,6.59915482144435,7.16485349434842,7.1751484028695,7.18544331139058,NA,NA,NA
40,2,1,"Doyenne","Scenario 1",3.42486373308115,3.60091079389881,3.77695785471647,3.95300491553413,4.83044643639342,4.9241557105888,4.92756479649193,4.98386642833365,5.77686411816174,5.89534312745158,6.01382213674142,6.74302539957184,6.75038175107845,6.75773810258507,6.76509445409168,7.24232555366772,7.55024082387121,7.8581560940747,8.23051073215884,8.60286537024298
41,2,1,"Doyenne","Scenario 1",3.17575716131571,3.5595280692601,3.9432989772045,4.12936006673872,4.31542115627293,4.54368928535649,4.81201797714572,5.0460669028091,5.36509944007372,5.50931818563498,6.36638146607265,6.43250236857711,6.49862327108156,6.56474417358601,6.63086507609047,7.2620662616133,7.58684960877646,7.99797007144893,8.40909053412139,8.82021099679386
42,2,1,"Doyenne","Scenario 1",3.01642464395717,3.58473959746444,3.98358033450241,4.51888227598772,4.71439384628864,5.26150469746724,5.30413968675506,5.34677467604289,5.38940966533071,5.65078482990187,5.91215999447303,6.34365416943765,6.83061246907626,6.85935032810252,6.88808818712878,7.36116849387281,7.50224438412247,7.64332027437213,7.7843961646218,8.3503759765038
43,2,1,"Doyenne","Scenario 1",3.33620990448428,3.38932994194292,3.47382928168722,3.72725396248268,4.33664721631061,4.86593467527443,5.08415355712209,5.22285216472061,5.2550721159264,5.46272700282744,6.14157031689128,6.36749338415705,6.59341645142281,6.71816808144464,6.84291971146648,7.36716874555689,7.62915165157523,7.6336604785786,8.01217035275323,8.37685462312022
44,2,1,"Doyenne","Scenario 1",3.21236910008218,3.3399393680756,4.56271227235989,4.56483607075392,4.56695986914795,4.61722479892385,4.66748972869976,4.71775465847566,5.75382665914397,5.8434136020222,5.8985950118078,5.9537764215934,6.90763989970891,6.98354978032333,7.05945966093776,7.13536954155218,7.21127942216661,7.96528654769297,8.01553621657831,8.06578588546364
45,2,1,"Doyenne","Scenario 1",3.02488142268087,3.04438556673309,3.79003993049501,3.9600469109773,4.14761687394003,4.50837253239131,4.99941601047277,5.04839091989947,5.09736582932617,5.14634073875287,5.47316951599937,5.52553994285776,6.0156471159996,6.33541669837565,6.490154481815,6.66887529328196,6.98886636144957,7.30885742961718,7.56032763491988,7.9689943006078
46,2,1,"Doyenne","Scenario 1",3.65350693070542,3.77350749364618,3.89350805658694,4.0135086195277,4.23267420394789,4.62832323808089,4.98584292890223,5.04177630417095,5.55220365796005,5.82615461525212,6.10010557254419,6.27639578845949,6.4526860043748,6.6289762202901,6.8535424924162,7.1230012300143,7.39245996761239,7.79205129149556,7.88518433077414,7.97831737005271
47,2,1,"Doyenne","Scenario 1",3.33439349208203,3.51914131638331,3.7038891406846,3.84257326029237,3.97984115796391,4.10812649739041,4.77184744760175,5.26322996509991,5.57562763311035,5.6886913996593,5.79663483912056,5.90457827858181,5.97783789916609,6.48607432758859,6.72405103012026,7.28010026339646,7.34879360122444,7.41748693905243,7.67771085298513,8.40395173664662
48,2,1,"Doyenne","Scenario 1",3.00424709678521,3.67186339377123,3.82686438232905,3.98186537088687,4.13686635944469,4.48842840120323,4.83999044296177,4.86323724679169,4.88648405062162,4.90973085445154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2,1,"Doyenne","Scenario 1",2.92441822254326,3.35813574122653,4.55591748441194,4.67159113457037,4.78726478472881,4.90293843488724,5.01861208504567,5.12772055951628,5.49043441108446,5.85314826265265,6.48357114808332,6.54501787402361,6.60646459996389,6.66791132590418,7.04313957224523,7.22555068582285,7.27793676087952,7.51435857346571,8.05789417757182,8.31219797838584
50,3,2,"Conference","Scenario 2",4.39648633177912,4.55514001997424,4.71379370816935,4.94156605788205,4.99251785774313,5.22136060943613,5.36785066982938,6.13211564378109,6.51766484948079,6.76958004312394,7.02149523676709,7.47186893367062,7.74790189353134,7.92339374715272,8.27612990290651,8.6797654231228,9.06927573500321,9.37924315911571,9.88078687591011,10.3823305927045
51,3,2,"Conference","Scenario 2",4.40908613389273,4.45514118691573,5.37487390830541,5.52899218592984,5.68311046355427,6.38594312401652,6.50704406516738,6.62814500631825,7.57448521709315,7.59323422703063,8.29139669862087,8.64622621645897,9.00105573429707,9.18562358469403,9.2829060355758,9.41851491599426,9.43391727275161,10.2825348680314,10.577575912284,10.9596704433252
52,3,2,"Conference","Scenario 2",4.23756061868495,4.63732861170291,4.72289065499216,5.18940180632806,5.51247595283546,5.69717728721846,6.20594602860478,6.84347787603173,6.97283376638863,7.10218965674553,8.05531421462074,8.11269384726986,8.17007347991897,8.64888133048483,9.12768918105069,9.23381756956886,9.58724048050019,10.0908188576438,10.1915981649403,11.2490438635869
53,3,2,"Conference","Scenario 2",3.69042579411071,4.68281180758266,4.93495897675487,5.22970287756522,5.565904435139,6.17453990209068,6.78317536904236,7.0967405331799,7.41030569731744,7.72387086145498,7.83109651841181,7.93832217536864,7.99560191641074,8.85798806484991,9.02698912594635,9.52670984639291,9.53178091131942,10.4809576020544,10.6423080816279,10.8036585612013
54,3,2,"Conference","Scenario 2",4.89950803171341,5.02144548007042,5.14338292842744,5.26532037678445,5.50821342931255,5.63782603736606,6.31061977512878,6.99257332122634,7.05478614643349,7.11699897164064,7.285900847674,7.90177172651993,8.72991852397315,9.11960698594205,9.50929544791094,9.89898390987984,10.2886723718487,10.2987025391811,10.3087327065134,10.3087327065134
55,3,2,"Conference","Scenario 2",4.09909083940835,5.04105908445943,5.16117244845566,5.73224117874871,5.89345612361776,6.05467106848681,6.84502703871207,7.33575576429336,7.42618052082415,7.64831384805631,7.9175024852886,8.25534895297453,8.82718007657652,9.56803585138579,9.84169953889853,10.1153632264113,10.3737988840574,10.9293017654216,10.9653703877179,11.0014390100143
56,3,2,"Conference","Scenario 2",4.03459755113852,4.56989044059424,4.69190523391829,4.98428354565431,5.36415954843501,5.84620847584625,6.13606475140191,7.14933734010959,7.1958293511473,7.24232136218501,7.31992565815963,8.09021262419993,8.48658064734573,8.88294867049152,9.11877609126978,9.90282055119949,10.0861424347476,10.4988464658914,10.9115504970352,10.9115504970352
57,3,2,"Conference","Scenario 2",4.10185696252803,4.24912845955734,4.84002836882968,5.58574340766478,5.72850712385229,5.87127084003981,6.18399490887266,6.44739404167074,6.71079317446883,7.63890816994426,7.81581055315826,7.99271293637226,8.03805609188146,8.08339924739066,8.57045665812036,9.69398272599235,9.90219956720599,10.1104164084196,10.1251885609381,10.2961773771914
58,3,2,"Conference","Scenario 2",4.34525998356887,4.44872831490987,4.69439082791572,5.32557167853601,5.72065372953313,6.11573578053026,6.7377419157092,6.8389630095219,7.09573438960503,7.16876952718497,7.32676191576669,8.18210610928981,8.44924730053236,8.92399166145931,9.83625589190122,9.9539895039826,10.449528889937,10.9089686099658,10.938161365513,10.9673541210602
59,3,2,"Conference","Scenario 2",4.43398094765838,4.58225888874078,4.59276926112676,4.60327963351273,5.1914805007689,5.7805624922332,6.11126182801397,6.49626308878655,6.69393618737074,7.21234584482524,8.13263496804943,8.24148616424326,8.35033736043709,8.92027184923369,9.34045646054273,9.35067105253485,9.68680224358281,9.86695583208454,10.6289050220362,11.0233518119243
60,3,2,"Conference","Scenario 2",3.63540441940459,4.45993245878595,5.35572728959856,6.03136829599482,6.14213783562158,6.25290737524834,6.36367691487511,6.51277281734373,7.18872559808697,7.37516705446529,7.87127993256328,8.36739281066128,8.68829018308265,9.24626666804223,9.4941073212599,9.87443661620948,10.2547659111591,10.3704824995307,10.6186529288975,10.9400095707691
61,3,2,"Conference","Scenario 2",4.00384985203017,5.05428860959015,5.09641738411475,5.89585417986829,6.26378978910416,6.74584120125573,7.22789261340731,7.70994402555888,7.92050617153022,8.13106831750157,8.29186894263054,8.4526695677595,9.14261182049842,9.49416786289533,9.84572390529224,10.0331836095462,10.2206433138002,10.4081030180542,10.7519768536253,11.5892219208636
62,3,2,"Conference","Scenario 2",4.37187381135515,4.62539409040636,4.87891436945756,5.38239306982504,5.47516099026693,5.56792891070882,6.01432256621203,6.2449969668296,6.7233194177369,6.90132415451772,7.50615941871254,7.91975338342887,8.48547678122895,8.9669294842198,8.97316851981577,8.97940755541174,8.99928462206123,9.63972614179401,10.1169958403974,10.5942655390008
63,3,2,"Conference","Scenario 2",4.70944944341763,4.75486895024266,4.80028845706769,4.96882495619361,5.21600715183421,5.68013575617008,5.90186866344799,6.1236015707259,6.50369486060409,7.57136998487132,7.8735157441577,8.17566150344408,8.47780726273047,8.5393348299278,8.9712653770055,9.09838939723904,9.74249414170384,9.98673997922687,10.726329124969,10.798611643323
64,3,2,"Conference","Scenario 2",4.10952909099738,4.81861582511525,5.21739027804933,5.83628322026275,6.41419704714508,6.47646355833015,6.53873006951523,6.91475022165179,6.93756985450246,7.82573034746402,7.87417308406002,8.28386229954561,9.24716135727259,9.40428033660337,9.56139931593416,10.0316964549689,10.7170073940013,10.7480390747551,10.7631337261322,11.7008422963701
65,3,2,"Conference","Scenario 2",3.70218499962033,4.51128314834608,4.801143808227,5.12368640577346,5.37135122533021,6.01863706297168,6.31341414697227,6.60819123097286,6.83335038164467,7.00156494196787,7.38765727219727,7.88200287135973,8.10784322118355,8.17668472876839,8.88618029789331,9.10901787273048,9.33185544756765,10.1038892430272,10.3078083133518,10.5689911003583
66,3,2,"Conference","Scenario 2",4.27616547327282,4.60049495729654,5.45025043919799,5.90450151661805,5.9539311660593,6.00336081550054,6.23713803030271,6.53574340883877,7.39597483844044,7.82716646889992,8.2583580993594,8.76703600981732,9.27571392027524,9.45219044754749,9.62866697481975,10.0806339730348,10.2868701071462,11.0127383613849,11.0981096222841,11.1834808831834
67,3,2,"Conference","Scenario 2",3.8390178790814,4.45950759323442,5.11751221164578,5.19684687890079,5.43882343099576,5.68079998309073,6.16260065237759,6.64440132166446,7.12240920306841,7.38008992600086,7.69770875729827,7.98013627833944,8.14311413792709,8.53988121430562,8.93664829068414,9.24898370276904,9.51328465895021,9.77758561513138,10.1864432256092,10.5026906985636
68,3,2,"Conference","Scenario 2",3.66670831318816,4.35138318051273,4.81562565535091,5.11452463889012,5.41342362242933,5.80362115159543,6.15706337322483,6.34494638283134,6.72894373566677,6.93192402269687,7.56402126506768,7.65079671320173,8.02544133210005,8.36480486752477,9.04068344583322,9.20251623454161,9.35631492215841,9.90605536670485,10.1688889009337,10.1688889009337
69,3,2,"Conference","Scenario 2",4.31689896837087,4.47042161716203,4.93763983861299,5.73730376690167,6.04962569781753,6.36194762873339,6.39104096566406,6.42013430259473,6.94461236835047,7.77055535011186,7.78436267298858,8.2606484771519,8.73693428131521,9.05620120772033,9.6844786531053,9.85274327628635,9.9189671314694,10.7241705594991,10.9503536983248,11.3621680005832
70,3,2,"Conference","Scenario 2",4.54967132292539,4.93331931386286,5.06944242646569,5.20556553906851,5.5959590846846,6.1677229408762,6.18693884635254,6.20615475182889,7.02380513915189,7.38669525143551,7.4082093918797,8.05220713016537,8.25187751850571,8.45154790684605,9.05770886696506,9.61800120227254,9.72568184956528,9.93553760953078,10.0569946036962,10.6515973805794
71,4,2,"Doyenne","Scenario 2",3.8863279432149,4.21541361245202,4.54449928168915,4.59551989485034,4.64654050801153,5.11041989982259,5.16668025681294,5.9422028595087,6.24152492107772,6.54084698264675,6.66682135730721,6.95993959398441,7.09196734037987,7.82247052162343,7.96389544545275,8.10532036928207,8.41143757273363,8.71755477618518,8.77292718844654,9.61406931130142
72,4,2,"Doyenne","Scenario 2",3.70940970312784,4.00127600990852,4.33134954323095,4.51532523770329,4.67534770630261,5.44870676603089,5.95496222289965,5.9869743673902,6.01898651188075,6.43964943526326,6.75045353018044,6.88972344711686,7.02899336405328,7.73672798116456,8.36647833239107,8.58619719899032,8.80591606558958,9.38433055667039,9.51307738211743,9.96429101136734
73,4,2,"Doyenne","Scenario 2",4.02788831884315,4.19557506491318,4.36326181098321,4.53094855705324,4.69863530312326,5.21474404397243,5.7308527848216,5.77021641260037,5.80958004037914,5.84894366815791,5.96597669421045,6.08300972026298,6.95144392933353,7.24799690282809,7.54454987632265,NA,NA,NA,NA,NA
74,4,2,"Doyenne","Scenario 2",3.29504153350701,3.50906559483371,4.28088056580318,4.32393841865092,4.65947726473405,5.20126068338143,5.35571736719747,6.14631780346009,6.16846648663503,6.19061516980997,6.6533570300276,7.24694614765575,7.81654677911183,8.38614741056792,8.52755606177249,8.66896471297706,8.79399490521738,8.9190250974577,9.01069170538216,9.95849346943426
75,4,2,"Doyenne","Scenario 2",3.59984423083323,3.7473263239133,3.89480841699337,4.08792885952898,4.28104930206458,4.64319321352852,4.83149311284655,4.92302310635097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,4,2,"Doyenne","Scenario 2",3.1356573272107,3.7853796351738,3.82746789720403,4.79492181672718,4.97568073548443,5.15643965424169,5.31237877282435,5.46831789140702,5.61675065867837,5.79949696325067,5.98224326782298,6.38262205390798,6.76039259540911,7.17546620759228,7.59053981977546,7.8056099394741,8.02068005917274,8.04314320770651,8.54889228453314,8.58016089113312
77,4,2,"Doyenne","Scenario 2",3.57546673212356,3.77633774784291,4.51583570963547,4.52556899217123,4.89311703272865,5.45837303365735,6.02362903458606,6.14076362434751,6.25789821410897,6.37503280387042,6.42352610701641,7.30050620109975,7.80391373065166,8.01722527301294,8.23053681537422,8.45292573362879,8.95911944906067,9.46531316449255,9.46531316449255,9.46531316449255
78,4,2,"Doyenne","Scenario 2",4.00678217127542,4.22431685657343,4.35242392882043,4.58824233389505,4.6399283868643,5.15911417328627,5.20605199945511,5.4230139340348,5.63997586861449,5.90988246608683,6.30950102721296,6.65697725576639,6.8053676247271,7.52723781540624,7.79586560130867,8.0644933872111,8.35255942528904,8.64062546336698,8.64418024867019,9.29427501028781
79,4,2,"Doyenne","Scenario 2",3.41393227278206,3.46208441022213,4.37653071956053,4.41589021581884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
