"pear_id","tree_id","ecotr_id","species","climate","time","quality"
133,6,3,"Doyenne","Scenario 3",5,3.58713560845103
134,6,3,"Doyenne","Scenario 3",5,3.28752690920995
135,6,3,"Doyenne","Scenario 3",5,3.07201714035617
136,6,3,"Doyenne","Scenario 3",5,4.01620446239476
137,6,3,"Doyenne","Scenario 3",5,3.36124929874482
138,6,3,"Doyenne","Scenario 3",5,3.31166437444954
139,6,3,"Doyenne","Scenario 3",5,3.20678958486123
140,6,3,"Doyenne","Scenario 3",5,3.02974057498443
141,6,3,"Doyenne","Scenario 3",5,2.68303631634132
142,6,3,"Doyenne","Scenario 3",5,3.19003171659351
143,7,4,"Conference","Scenario 4",5,3.59856616149738
144,7,4,"Conference","Scenario 4",5,3.69857784448082
145,7,4,"Conference","Scenario 4",5,3.69936895885401
146,7,4,"Conference","Scenario 4",5,3.7395328689632
147,7,4,"Conference","Scenario 4",5,3.6289855263543
148,7,4,"Conference","Scenario 4",5,3.42852262346927
149,7,4,"Conference","Scenario 4",5,3.83941816325035
150,7,4,"Conference","Scenario 4",5,3.85739872198941
151,7,4,"Conference","Scenario 4",5,3.80931588972462
152,7,4,"Conference","Scenario 4",5,3.89535520543476
153,7,4,"Conference","Scenario 4",5,4.12105282294293
154,7,4,"Conference","Scenario 4",5,3.74245778829526
155,7,4,"Conference","Scenario 4",5,4.11568853177424
156,7,4,"Conference","Scenario 4",5,3.71433634532958
157,7,4,"Conference","Scenario 4",5,4.12498300937649
158,7,4,"Conference","Scenario 4",5,4.29221184237304
159,7,4,"Conference","Scenario 4",5,4.01970327241246
160,7,4,"Conference","Scenario 4",5,4.14317303606258
161,7,4,"Conference","Scenario 4",5,4.25986512930968
162,7,4,"Conference","Scenario 4",5,3.88473054511464
163,7,4,"Conference","Scenario 4",5,3.68951040541635
164,7,4,"Conference","Scenario 4",5,3.71638717299983
165,7,4,"Conference","Scenario 4",5,3.67132226755695
166,7,4,"Conference","Scenario 4",5,3.92539952059168
167,7,4,"Conference","Scenario 4",5,3.46233932279554
168,7,4,"Conference","Scenario 4",5,4.00469095033347
169,7,4,"Conference","Scenario 4",5,4.02619002657505
170,7,4,"Conference","Scenario 4",5,3.6416036463625
171,8,4,"Doyenne","Scenario 4",5,3.35338016610351
172,8,4,"Doyenne","Scenario 4",5,3.18439999590114
173,8,4,"Doyenne","Scenario 4",5,2.48275181464533
174,8,4,"Doyenne","Scenario 4",5,3.03663524576268
175,8,4,"Doyenne","Scenario 4",5,2.78023992332968
176,8,4,"Doyenne","Scenario 4",5,2.84921970253757
177,8,4,"Doyenne","Scenario 4",5,3.6203920020566
178,8,4,"Doyenne","Scenario 4",5,3.64673057494862
179,8,4,"Doyenne","Scenario 4",5,3.15141772512112
180,8,4,"Doyenne","Scenario 4",5,2.76229685904741
181,8,4,"Doyenne","Scenario 4",5,3.11833193592066
182,8,4,"Doyenne","Scenario 4",5,3.63545165634266
183,8,4,"Doyenne","Scenario 4",5,3.14157739945447
184,8,4,"Doyenne","Scenario 4",5,3.5528171009993
185,8,4,"Doyenne","Scenario 4",5,3.50457299637963
186,8,4,"Doyenne","Scenario 4",5,2.75013091631872
187,8,4,"Doyenne","Scenario 4",5,3.1224221930877
188,8,4,"Doyenne","Scenario 4",5,3.08935028224186
189,8,4,"Doyenne","Scenario 4",5,3.03660234351746
190,8,4,"Doyenne","Scenario 4",5,3.19192882414637
191,8,4,"Doyenne","Scenario 4",5,2.86552306429975
192,8,4,"Doyenne","Scenario 4",5,2.74582949908284
1,1,1,"Conference","Scenario 1",6,3.94258959174105
2,1,1,"Conference","Scenario 1",6,4.30384360408262
3,1,1,"Conference","Scenario 1",6,4.09279931810386
4,1,1,"Conference","Scenario 1",6,4.1241751433229
5,1,1,"Conference","Scenario 1",6,4.25715185217653
6,1,1,"Conference","Scenario 1",6,4.07808978898652
7,1,1,"Conference","Scenario 1",6,4.18183262461895
8,1,1,"Conference","Scenario 1",6,4.44589987139977
9,1,1,"Conference","Scenario 1",6,3.906564654527
10,1,1,"Conference","Scenario 1",6,4.44085852223806
11,1,1,"Conference","Scenario 1",6,4.9481098681877
12,1,1,"Conference","Scenario 1",6,4.36919764511815
13,1,1,"Conference","Scenario 1",6,4.18785773663584
14,1,1,"Conference","Scenario 1",6,4.10444226488458
15,1,1,"Conference","Scenario 1",6,4.26464738824871
16,1,1,"Conference","Scenario 1",6,4.72751180109834
17,1,1,"Conference","Scenario 1",6,4.74595294094203
18,1,1,"Conference","Scenario 1",6,4.5945892061099
19,1,1,"Conference","Scenario 1",6,4.49589042535835
20,1,1,"Conference","Scenario 1",6,4.92198472832295
21,1,1,"Conference","Scenario 1",6,4.37569482720813
22,1,1,"Conference","Scenario 1",6,4.48338610991915
23,1,1,"Conference","Scenario 1",6,4.04185106552893
24,1,1,"Conference","Scenario 1",6,4.3946776574324
25,2,1,"Doyenne","Scenario 1",6,3.56591133096713
26,2,1,"Doyenne","Scenario 1",6,3.79080292604201
27,2,1,"Doyenne","Scenario 1",6,3.69895623168744
28,2,1,"Doyenne","Scenario 1",6,2.92781757246927
29,2,1,"Doyenne","Scenario 1",6,4.06869570773168
30,2,1,"Doyenne","Scenario 1",6,3.82580661121532
31,2,1,"Doyenne","Scenario 1",6,3.57712614214778
32,2,1,"Doyenne","Scenario 1",6,3.2731421829027
33,2,1,"Doyenne","Scenario 1",6,3.6867093843474
34,2,1,"Doyenne","Scenario 1",6,3.24914771587228
35,2,1,"Doyenne","Scenario 1",6,3.55544063883618
36,2,1,"Doyenne","Scenario 1",6,4.26972809030612
37,2,1,"Doyenne","Scenario 1",6,3.42225900909216
38,2,1,"Doyenne","Scenario 1",6,3.81497560860601
39,2,1,"Doyenne","Scenario 1",6,3.2028271082337
40,2,1,"Doyenne","Scenario 1",6,3.60091079389881
41,2,1,"Doyenne","Scenario 1",6,3.5595280692601
42,2,1,"Doyenne","Scenario 1",6,3.58473959746444
43,2,1,"Doyenne","Scenario 1",6,3.38932994194292
44,2,1,"Doyenne","Scenario 1",6,3.3399393680756
45,2,1,"Doyenne","Scenario 1",6,3.04438556673309
46,2,1,"Doyenne","Scenario 1",6,3.77350749364618
47,2,1,"Doyenne","Scenario 1",6,3.51914131638331
48,2,1,"Doyenne","Scenario 1",6,3.67186339377123
49,2,1,"Doyenne","Scenario 1",6,3.35813574122653
50,3,2,"Conference","Scenario 2",6,4.55514001997424
51,3,2,"Conference","Scenario 2",6,4.45514118691573
52,3,2,"Conference","Scenario 2",6,4.63732861170291
53,3,2,"Conference","Scenario 2",6,4.68281180758266
54,3,2,"Conference","Scenario 2",6,5.02144548007042
55,3,2,"Conference","Scenario 2",6,5.04105908445943
56,3,2,"Conference","Scenario 2",6,4.56989044059424
57,3,2,"Conference","Scenario 2",6,4.24912845955734
58,3,2,"Conference","Scenario 2",6,4.44872831490987
59,3,2,"Conference","Scenario 2",6,4.58225888874078
60,3,2,"Conference","Scenario 2",6,4.45993245878595
61,3,2,"Conference","Scenario 2",6,5.05428860959015
62,3,2,"Conference","Scenario 2",6,4.62539409040636
63,3,2,"Conference","Scenario 2",6,4.75486895024266
64,3,2,"Conference","Scenario 2",6,4.81861582511525
65,3,2,"Conference","Scenario 2",6,4.51128314834608
66,3,2,"Conference","Scenario 2",6,4.60049495729654
67,3,2,"Conference","Scenario 2",6,4.45950759323442
68,3,2,"Conference","Scenario 2",6,4.35138318051273
69,3,2,"Conference","Scenario 2",6,4.47042161716203
70,3,2,"Conference","Scenario 2",6,4.93331931386286
71,4,2,"Doyenne","Scenario 2",6,4.21541361245202
72,4,2,"Doyenne","Scenario 2",6,4.00127600990852
73,4,2,"Doyenne","Scenario 2",6,4.19557506491318
74,4,2,"Doyenne","Scenario 2",6,3.50906559483371
75,4,2,"Doyenne","Scenario 2",6,3.7473263239133
76,4,2,"Doyenne","Scenario 2",6,3.7853796351738
77,4,2,"Doyenne","Scenario 2",6,3.77633774784291
78,4,2,"Doyenne","Scenario 2",6,4.22431685657343
79,4,2,"Doyenne","Scenario 2",6,3.46208441022213
80,4,2,"Doyenne","Scenario 2",6,3.18404732953094
81,4,2,"Doyenne","Scenario 2",6,3.81110178696075
82,4,2,"Doyenne","Scenario 2",6,3.64660262000888
83,4,2,"Doyenne","Scenario 2",6,3.86602850384757
84,4,2,"Doyenne","Scenario 2",6,4.58459360612328
85,4,2,"Doyenne","Scenario 2",6,4.12015592223853
86,4,2,"Doyenne","Scenario 2",6,3.78039150139415
87,4,2,"Doyenne","Scenario 2",6,3.95002743549359
88,4,2,"Doyenne","Scenario 2",6,3.75070590285098
89,4,2,"Doyenne","Scenario 2",6,3.41727687491549
90,4,2,"Doyenne","Scenario 2",6,3.56982449622388
91,4,2,"Doyenne","Scenario 2",6,4.16279080391501
92,4,2,"Doyenne","Scenario 2",6,3.87309148006297
93,5,3,"Conference","Scenario 3",6,4.10765966889653
94,5,3,"Conference","Scenario 3",6,4.26447297421627
95,5,3,"Conference","Scenario 3",6,4.30378814472914
96,5,3,"Conference","Scenario 3",6,4.21818707305564
97,5,3,"Conference","Scenario 3",6,4.49294846777165
98,5,3,"Conference","Scenario 3",6,4.3347597178995
99,5,3,"Conference","Scenario 3",6,4.7475322323846
100,5,3,"Conference","Scenario 3",6,4.04197216859467
101,5,3,"Conference","Scenario 3",6,4.75120523599496
102,5,3,"Conference","Scenario 3",6,4.37449750039918
103,5,3,"Conference","Scenario 3",6,4.25245514495275
104,5,3,"Conference","Scenario 3",6,4.29240911215611
105,5,3,"Conference","Scenario 3",6,4.18474692140774
106,5,3,"Conference","Scenario 3",6,4.71214314573914
107,5,3,"Conference","Scenario 3",6,4.14384733220288
108,5,3,"Conference","Scenario 3",6,4.1387028021468
109,5,3,"Conference","Scenario 3",6,4.07355905732866
110,5,3,"Conference","Scenario 3",6,4.62576846815494
111,5,3,"Conference","Scenario 3",6,4.55349619455026
112,5,3,"Conference","Scenario 3",6,4.67619944003906
113,5,3,"Conference","Scenario 3",6,4.48752195425525
114,5,3,"Conference","Scenario 3",6,4.14518374190252
115,5,3,"Conference","Scenario 3",6,3.98941186333277
116,5,3,"Conference","Scenario 3",6,4.24537897897271
117,5,3,"Conference","Scenario 3",6,4.40196649751006
118,5,3,"Conference","Scenario 3",6,3.95972935747832
119,5,3,"Conference","Scenario 3",6,4.19887208251696
120,5,3,"Conference","Scenario 3",6,4.60161603416722
121,6,3,"Doyenne","Scenario 3",6,3.5107096878224
122,6,3,"Doyenne","Scenario 3",6,3.78013515219713
123,6,3,"Doyenne","Scenario 3",6,3.52973367937715
124,6,3,"Doyenne","Scenario 3",6,3.43722436938539
125,6,3,"Doyenne","Scenario 3",6,3.39073722851722
126,6,3,"Doyenne","Scenario 3",6,3.75240063462642
127,6,3,"Doyenne","Scenario 3",6,3.81093726480186
128,6,3,"Doyenne","Scenario 3",6,3.85799607986648
129,6,3,"Doyenne","Scenario 3",6,3.27245212281172
130,6,3,"Doyenne","Scenario 3",6,3.78038049084018
131,6,3,"Doyenne","Scenario 3",6,3.75274176052086
132,6,3,"Doyenne","Scenario 3",6,3.57238750926813
133,6,3,"Doyenne","Scenario 3",6,3.71864552658412
134,6,3,"Doyenne","Scenario 3",6,3.56204117498721
135,6,3,"Doyenne","Scenario 3",6,3.79854266245503
136,6,3,"Doyenne","Scenario 3",6,4.04211791687972
137,6,3,"Doyenne","Scenario 3",6,3.61909787897637
138,6,3,"Doyenne","Scenario 3",6,3.84821164202667
139,6,3,"Doyenne","Scenario 3",6,3.72008349231159
140,6,3,"Doyenne","Scenario 3",6,3.46840007234245
141,6,3,"Doyenne","Scenario 3",6,3.6555685175968
142,6,3,"Doyenne","Scenario 3",6,3.81080454731848
143,7,4,"Conference","Scenario 4",6,4.38068744034676
144,7,4,"Conference","Scenario 4",6,3.7767057620749
145,7,4,"Conference","Scenario 4",6,4.24015995178208
146,7,4,"Conference","Scenario 4",6,4.20088229245694
147,7,4,"Conference","Scenario 4",6,3.81555616066657
148,7,4,"Conference","Scenario 4",6,3.87631021294059
149,7,4,"Conference","Scenario 4",6,4.14444779299515
150,7,4,"Conference","Scenario 4",6,4.20741488528637
151,7,4,"Conference","Scenario 4",6,4.01667600274836
152,7,4,"Conference","Scenario 4",6,3.95525754014637
153,7,4,"Conference","Scenario 4",6,4.22605621056403
154,7,4,"Conference","Scenario 4",6,4.5511698324965
155,7,4,"Conference","Scenario 4",6,4.40669552707356
156,7,4,"Conference","Scenario 4",6,4.2626821396774
157,7,4,"Conference","Scenario 4",6,4.17307175652425
158,7,4,"Conference","Scenario 4",6,4.39072102415309
159,7,4,"Conference","Scenario 4",6,4.43165790433933
160,7,4,"Conference","Scenario 4",6,4.28166150372742
161,7,4,"Conference","Scenario 4",6,4.39062633750543
162,7,4,"Conference","Scenario 4",6,4.72008438844389
163,7,4,"Conference","Scenario 4",6,4.74728994117231
164,7,4,"Conference","Scenario 4",6,3.91589934529766
165,7,4,"Conference","Scenario 4",6,4.15128485686941
166,7,4,"Conference","Scenario 4",6,4.13749709966046
167,7,4,"Conference","Scenario 4",6,3.78877752826386
168,7,4,"Conference","Scenario 4",6,4.33606122942573
169,7,4,"Conference","Scenario 4",6,4.04775280140106
170,7,4,"Conference","Scenario 4",6,3.96541792257526
171,8,4,"Doyenne","Scenario 4",6,3.75041432600587
172,8,4,"Doyenne","Scenario 4",6,3.5227881628616
173,8,4,"Doyenne","Scenario 4",6,3.15688807925213
174,8,4,"Doyenne","Scenario 4",6,3.22270246319281
175,8,4,"Doyenne","Scenario 4",6,3.30395726987447
176,8,4,"Doyenne","Scenario 4",6,3.37713220165437
177,8,4,"Doyenne","Scenario 4",6,3.74550239775162
178,8,4,"Doyenne","Scenario 4",6,3.94290163887479
179,8,4,"Doyenne","Scenario 4",6,3.41635874469171
180,8,4,"Doyenne","Scenario 4",6,3.38124462638906
181,8,4,"Doyenne","Scenario 4",6,3.41322244631924
182,8,4,"Doyenne","Scenario 4",6,3.64584057624065
183,8,4,"Doyenne","Scenario 4",6,3.28897967554494
184,8,4,"Doyenne","Scenario 4",6,3.62214727870424
185,8,4,"Doyenne","Scenario 4",6,3.61464722037405
186,8,4,"Doyenne","Scenario 4",6,3.33525092598793
187,8,4,"Doyenne","Scenario 4",6,3.60050941500632
188,8,4,"Doyenne","Scenario 4",6,3.24456171485495
189,8,4,"Doyenne","Scenario 4",6,3.27063552185989
190,8,4,"Doyenne","Scenario 4",6,3.31327557544267
191,8,4,"Doyenne","Scenario 4",6,3.39407273567348
192,8,4,"Doyenne","Scenario 4",6,3.50798637495233
1,1,1,"Conference","Scenario 1",7,4.58782395058055
2,1,1,"Conference","Scenario 1",7,4.66470614293258
3,1,1,"Conference","Scenario 1",7,4.47252057500342
4,1,1,"Conference","Scenario 1",7,4.60821167077048
5,1,1,"Conference","Scenario 1",7,4.70148379035866
6,1,1,"Conference","Scenario 1",7,4.08137051178692
7,1,1,"Conference","Scenario 1",7,4.49659257512293
8,1,1,"Conference","Scenario 1",7,4.77557511944723
9,1,1,"Conference","Scenario 1",7,4.46385343372896
10,1,1,"Conference","Scenario 1",7,4.53180818047662
11,1,1,"Conference","Scenario 1",7,5.18315748329759
12,1,1,"Conference","Scenario 1",7,4.69468759063449
13,1,1,"Conference","Scenario 1",7,4.57717158217047
14,1,1,"Conference","Scenario 1",7,4.29136518948897
15,1,1,"Conference","Scenario 1",7,4.61996446589903
16,1,1,"Conference","Scenario 1",7,4.97795981337836
17,1,1,"Conference","Scenario 1",7,4.98600404467391
18,1,1,"Conference","Scenario 1",7,4.80687945807357
19,1,1,"Conference","Scenario 1",7,4.58478606916827
20,1,1,"Conference","Scenario 1",7,4.96065471485602
21,1,1,"Conference","Scenario 1",7,4.43133136746687
22,1,1,"Conference","Scenario 1",7,4.57543593260041
23,1,1,"Conference","Scenario 1",7,4.1499494192867
24,1,1,"Conference","Scenario 1",7,4.73471745573056
25,2,1,"Doyenne","Scenario 1",7,3.58356998056521
26,2,1,"Doyenne","Scenario 1",7,4.24033523472863
27,2,1,"Doyenne","Scenario 1",7,3.80793078470666
28,2,1,"Doyenne","Scenario 1",7,3.93910854113373
29,2,1,"Doyenne","Scenario 1",7,4.21276480297567
30,2,1,"Doyenne","Scenario 1",7,4.07181673455959
31,2,1,"Doyenne","Scenario 1",7,3.66249892331843
32,2,1,"Doyenne","Scenario 1",7,3.84771773420089
33,2,1,"Doyenne","Scenario 1",7,3.92042255402265
34,2,1,"Doyenne","Scenario 1",7,3.31071473312822
35,2,1,"Doyenne","Scenario 1",7,3.65677360181345
36,2,1,"Doyenne","Scenario 1",7,4.37623983253352
37,2,1,"Doyenne","Scenario 1",7,3.44831260211435
38,2,1,"Doyenne","Scenario 1",7,3.91194077217501
39,2,1,"Doyenne","Scenario 1",7,3.85821679396878
40,2,1,"Doyenne","Scenario 1",7,3.77695785471647
41,2,1,"Doyenne","Scenario 1",7,3.9432989772045
42,2,1,"Doyenne","Scenario 1",7,3.98358033450241
43,2,1,"Doyenne","Scenario 1",7,3.47382928168722
44,2,1,"Doyenne","Scenario 1",7,4.56271227235989
45,2,1,"Doyenne","Scenario 1",7,3.79003993049501
46,2,1,"Doyenne","Scenario 1",7,3.89350805658694
47,2,1,"Doyenne","Scenario 1",7,3.7038891406846
48,2,1,"Doyenne","Scenario 1",7,3.82686438232905
49,2,1,"Doyenne","Scenario 1",7,4.55591748441194
50,3,2,"Conference","Scenario 2",7,4.71379370816935
51,3,2,"Conference","Scenario 2",7,5.37487390830541
52,3,2,"Conference","Scenario 2",7,4.72289065499216
53,3,2,"Conference","Scenario 2",7,4.93495897675487
54,3,2,"Conference","Scenario 2",7,5.14338292842744
55,3,2,"Conference","Scenario 2",7,5.16117244845566
56,3,2,"Conference","Scenario 2",7,4.69190523391829
57,3,2,"Conference","Scenario 2",7,4.84002836882968
58,3,2,"Conference","Scenario 2",7,4.69439082791572
59,3,2,"Conference","Scenario 2",7,4.59276926112676
60,3,2,"Conference","Scenario 2",7,5.35572728959856
61,3,2,"Conference","Scenario 2",7,5.09641738411475
62,3,2,"Conference","Scenario 2",7,4.87891436945756
63,3,2,"Conference","Scenario 2",7,4.80028845706769
64,3,2,"Conference","Scenario 2",7,5.21739027804933
65,3,2,"Conference","Scenario 2",7,4.801143808227
66,3,2,"Conference","Scenario 2",7,5.45025043919799
67,3,2,"Conference","Scenario 2",7,5.11751221164578
68,3,2,"Conference","Scenario 2",7,4.81562565535091
69,3,2,"Conference","Scenario 2",7,4.93763983861299
70,3,2,"Conference","Scenario 2",7,5.06944242646569
71,4,2,"Doyenne","Scenario 2",7,4.54449928168915
72,4,2,"Doyenne","Scenario 2",7,4.33134954323095
73,4,2,"Doyenne","Scenario 2",7,4.36326181098321
74,4,2,"Doyenne","Scenario 2",7,4.28088056580318
75,4,2,"Doyenne","Scenario 2",7,3.89480841699337
76,4,2,"Doyenne","Scenario 2",7,3.82746789720403
77,4,2,"Doyenne","Scenario 2",7,4.51583570963547
78,4,2,"Doyenne","Scenario 2",7,4.35242392882043
79,4,2,"Doyenne","Scenario 2",7,4.37653071956053
80,4,2,"Doyenne","Scenario 2",7,4.22148770458135
81,4,2,"Doyenne","Scenario 2",7,4.2800535211843
82,4,2,"Doyenne","Scenario 2",7,3.8019675424049
83,4,2,"Doyenne","Scenario 2",7,3.95477526687889
84,4,2,"Doyenne","Scenario 2",7,4.74165636323091
85,4,2,"Doyenne","Scenario 2",7,4.40295794978077
86,4,2,"Doyenne","Scenario 2",7,4.39741410588187
87,4,2,"Doyenne","Scenario 2",7,3.96577781278118
88,4,2,"Doyenne","Scenario 2",7,4.1413074498413
89,4,2,"Doyenne","Scenario 2",7,3.95716757909828
90,4,2,"Doyenne","Scenario 2",7,4.16540508232656
91,4,2,"Doyenne","Scenario 2",7,4.41387186836444
92,4,2,"Doyenne","Scenario 2",7,3.92030087975211
93,5,3,"Conference","Scenario 3",7,4.75132590782198
94,5,3,"Conference","Scenario 3",7,4.47956459245774
95,5,3,"Conference","Scenario 3",7,4.51875973502258
96,5,3,"Conference","Scenario 3",7,4.82189396578336
97,5,3,"Conference","Scenario 3",7,4.58962139904564
